_id,errorCode,errorType,errorSeverity,log,moduleId,businessArea,technicalArea,tool,partnerSystem,thirdParty,messages[0].language,messages[1].language,messages[0].template,messages[1].template,devMessage,helpLink,videoLink,createdBy,createdAt,isDelete,isActive,createdIp,updatedIp,updatedAt,updatedBy
692ad432e5b778fc0f8766ee,ERR.CORE.PERSONNEL.AUTH.ACCOUNT_LOCKED,Business,MEDIUM,true,691f09e9cbf64adcc11754d2,Authentication,Personnel Service,,,,en,,Account locked for user {email} after {attemptCount} failed attempts,,,,,68ee46b5d4c7a020fdf3a87c,2025-11-29T11:08:34.484Z,false,true,,,,
692ad432e5b778fc0f8766f0,ERR.CORE.DEPARTMENT.CREATE.FAILED,System,HIGH,true,691f09e9cbf64adcc11754d2,Organization Management,Department Service,,,,en,,Failed to create department: {errorMessage},,,,,68ee46b5d4c7a020fdf3a87c,2025-11-29T11:08:34.500Z,false,true,,,,
692ad433e5b778fc0f8766fe,ERR.CORE.DISTRICT.CREATE.DUPLICATE_CCTNS_CODE,Business,MEDIUM,true,691f09e9cbf64adcc11754d2,Geography,District Service,,,,en,,District with CCTNS code {cctnsDistrictCd} already exists,,,,,68ee46b5d4c7a020fdf3a87c,2025-11-29T11:08:34.616Z,false,true,,,,
692ad433e5b778fc0f876704,ERR.CORE.DISTRICT.DELETE.IN_USE,Business,HIGH,true,691f09e9cbf64adcc11754d2,Geography,District Service,,,,en,,Cannot delete district {districtId} as it has {unitCount} assigned units,,,,,68ee46b5d4c7a020fdf3a87c,2025-11-29T11:08:35.505Z,false,true,,,,
692ad433e5b778fc0f876708,ERR.CORE.RANK.CREATE.FAILED,System,HIGH,true,691f09e9cbf64adcc11754d2,Human Resources,Rank Service,,,,en,,Failed to create rank: {errorMessage},,,,,68ee46b5d4c7a020fdf3a87c,2025-11-29T11:08:35.537Z,false,true,,,,
692ad433e5b778fc0f876710,ERR.CORE.RANK.DELETE.IN_USE,Business,HIGH,true,691f09e9cbf64adcc11754d2,Human Resources,Rank Service,,,,en,,Cannot delete rank {rankId} as it is assigned to {personnelCount} personnel,,,,,68ee46b5d4c7a020fdf3a87c,2025-11-29T11:08:35.607Z,false,true,,,,
692ad433e5b778fc0f876711,ERR.CORE.RANK.DELETE.FAILED,System,HIGH,true,691f09e9cbf64adcc11754d2,Human Resources,Rank Service,,,,en,,Failed to delete rank {rankId}: {errorMessage},,,,,68ee46b5d4c7a020fdf3a87c,2025-11-29T11:08:35.615Z,false,true,,,,
692ad434e5b778fc0f876716,ERR.CORE.MANDAL.CREATE.INVALID_DISTRICT,Business,MEDIUM,true,691f09e9cbf64adcc11754d2,Geography,Mandal Service,,,,en,,District with ID {districtId} does not exist,,,,,68ee46b5d4c7a020fdf3a87c,2025-11-29T11:08:36.485Z,false,true,,,,
692ad434e5b778fc0f876724,ERR.CORE.VALUESET.UPDATE.FAILED,System,HIGH,true,691f09e9cbf64adcc11754d2,Configuration,ValueSet Service,,,,en,,Failed to update value set {valueSetId}: {errorMessage},,,,,68ee46b5d4c7a020fdf3a87c,2025-11-29T11:08:36.601Z,false,true,,,,
692ad434e5b778fc0f876726,ERR.CORE.VALUESET.ARCHIVE.NOT_FOUND,Business,MEDIUM,true,691f09e9cbf64adcc11754d2,Configuration,ValueSet Service,,,,en,,Value set with ID {valueSetId} not found,,,,,68ee46b5d4c7a020fdf3a87c,2025-11-29T11:08:36.619Z,false,true,,,,
692ad435e5b778fc0f876727,ERR.CORE.VALUESET.ARCHIVE.FAILED,System,HIGH,true,691f09e9cbf64adcc11754d2,Configuration,ValueSet Service,,,,en,,Failed to archive value set {valueSetId}: {errorMessage},,,,,68ee46b5d4c7a020fdf3a87c,2025-11-29T11:08:37.460Z,false,true,,,,
692ad435e5b778fc0f87672c,ERR.CORE.VALUESET.CACHE.REFRESH_FAILED,System,HIGH,true,691f09e9cbf64adcc11754d2,Configuration,ValueSet Service,,,,en,,Failed to refresh value set cache: {errorMessage},,,,,68ee46b5d4c7a020fdf3a87c,2025-11-29T11:08:37.515Z,false,true,,,,
692ad435e5b778fc0f876736,ERR.CORE.NOTIF_MASTER.GET.NOT_FOUND,Business,LOW,true,691f09e9cbf64adcc11754d2,Notifications,Notification Master Service,,,,en,,Notification master with ID {masterId} not found,,,,,68ee46b5d4c7a020fdf3a87c,2025-11-29T11:08:37.599Z,false,true,,,,
692ad436e5b778fc0f87673d,ERR.CORE.NOTIFICATION.EMIT.FAILED,System,HIGH,true,691f09e9cbf64adcc11754d2,Notifications,Notification Service,,,,en,,Failed to emit notification to {recipientCount} recipients: {errorMessage},,,,,68ee46b5d4c7a020fdf3a87c,2025-11-29T11:08:38.479Z,false,true,,,,
692ad436e5b778fc0f87673f,ERR.CORE.NOTIFICATION.MARK_READ.FAILED,System,MEDIUM,true,691f09e9cbf64adcc11754d2,Notifications,Notification Service,,,,en,,Failed to mark notification {notificationId} as read: {errorMessage},,,,,68ee46b5d4c7a020fdf3a87c,2025-11-29T11:08:38.496Z,false,true,,,,
692ad436e5b778fc0f876746,ERR.CORE.NOTIFICATION.GET.NOT_FOUND,Business,LOW,true,691f09e9cbf64adcc11754d2,Notifications,Notification Service,,,,en,,Notification with ID {notificationId} not found,,,,,68ee46b5d4c7a020fdf3a87c,2025-11-29T11:08:38.562Z,false,true,,,,
692ad437e5b778fc0f876751,ERR.CORE.ERROR_MASTER.UPDATE.FAILED,System,HIGH,true,691f09e9cbf64adcc11754d2,Error Management,Error Master Service,,,,en,,Failed to update error master {errorMasterId}: {errorMessage},,,,,68ee46b5d4c7a020fdf3a87c,2025-11-29T11:08:39.475Z,false,true,,,,
692ad437e5b778fc0f876754,ERR.CORE.ERROR_MASTER.DELETE.IN_USE,Business,HIGH,true,691f09e9cbf64adcc11754d2,Error Management,Error Master Service,,,,en,,Cannot delete error master {errorCode} as it has {logCount} associated error logs,,,,,68ee46b5d4c7a020fdf3a87c,2025-11-29T11:08:39.500Z,false,true,,,,
692ad437e5b778fc0f876756,ERR.CORE.ERROR_MASTER.GET.NOT_FOUND,Business,LOW,true,691f09e9cbf64adcc11754d2,Error Management,Error Master Service,,,,en,,Error master with ID {errorMasterId} not found,,,,,68ee46b5d4c7a020fdf3a87c,2025-11-29T11:08:39.517Z,false,true,,,,
692ad437e5b778fc0f876757,ERR.CORE.ERROR_MASTER.GET.CODE_NOT_FOUND,Business,LOW,true,691f09e9cbf64adcc11754d2,Error Management,Error Master Service,,,,en,,Error master with code {errorCode} not found,,,,,68ee46b5d4c7a020fdf3a87c,2025-11-29T11:08:39.525Z,false,true,,,,
692ad437e5b778fc0f876760,ERR.CORE.ERROR_LOG.EXPORT.FAILED,System,HIGH,true,691f09e9cbf64adcc11754d2,Error Management,Error Log Service,,,,en,,Failed to export error logs to CSV: {errorMessage},,,,,68ee46b5d4c7a020fdf3a87c,2025-11-29T11:08:39.609Z,false,true,,,,
692ad438e5b778fc0f87676b,ERR.CORE.LOG_MASTER.GET.NOT_FOUND,Business,LOW,true,691f09e9cbf64adcc11754d2,Logging,Log Master Service,,,,en,,Log master with ID {logMasterId} not found,,,,,68ee46b5d4c7a020fdf3a87c,2025-11-29T11:08:40.533Z,false,true,,,,
692ad439e5b778fc0f876781,ERR.CORE.PROMPT.LIST.FAILED,System,MEDIUM,true,691f09e9cbf64adcc11754d2,AI/ML,Prompt Service,,,,en,,Failed to retrieve prompts list: {errorMessage},,,,,68ee46b5d4c7a020fdf3a87c,2025-11-29T11:08:41.552Z,false,true,,,,
692ad439e5b778fc0f876786,ERR.CORE.PROMPT_EXEC.CREATE.INVALID_USER,Business,MEDIUM,true,691f09e9cbf64adcc11754d2,AI/ML,Prompt Execution Service,,,,en,,User with ID {userId} does not exist,,,,,68ee46b5d4c7a020fdf3a87c,2025-11-29T11:08:41.593Z,false,true,,,,
691c3b288801669b565c317d,ERR.CORE.USER.NOT_FOUND,Business,MEDIUM,true,,UserManagement,Database,CoreService,PartnerX,AuthProviderZ,en,fr,User with id {userId} was not found in the system.,L'utilisateur avec l'identifiant {userId} est introuvable.,User not found in MongoDB collection 'users'. Check sync pipeline.,https://docs.mycompany.com/errors/ERR.CORE.USER.NOT_FOUND,https://videos.mycompany.com/errors/user-not-found,68ee44954ff9d82c2f19befe,2025-11-18T09:23:52.161Z,false,true,,,2025-11-18T09:26:21.532Z,68ee44954ff9d82c2f19befe
692884f01ce634d8fde562f4,ERR.91CRPC.SERVICE.MASTER.INIT.DB_ERROR,System,HIGH,true,691e06beea8033468e05f4f3,ServiceManagement,Database,service_master_service.py,,MongoDB,en,,Failed to initialize service master repository. Database connection encountered an error. Please try again later or contact support.,,"DatabaseOperationError: Repository initialization failed in service_master_service.py. Error details: {details}. Check MongoDB connection, repository initialization, and database logs.",,,68ee46b5d4c7a020fdf3a87c,2025-11-27T17:05:52.518Z,false,true,,,,
692884f01ce634d8fde56301,ERR.91CRPC.OPERATOR.SERVICE.LIST.DELETE.DB_ERROR,System,HIGH,true,691e06beea8033468e05f4f3,OperatorServiceMapping,Database,operator_service_list_service.py,,MongoDB,en,,Failed to delete operator service mapping. Database operation encountered an error. Please try again later or contact support.,,"DatabaseOperationError: DELETE operation (soft delete) failed in MongoDB collection 'operator_service_list' for record ID '{recordId}'. Error details: {details}. Check MongoDB connection, update query for isDelete flag, and database logs.",,,68ee46b5d4c7a020fdf3a87c,2025-11-27T17:05:52.635Z,false,true,,,,
692884f11ce634d8fde56312,ERR.91CRPC.CRPC.REQUEST.READ.DB_ERROR,System,HIGH,true,691e06beea8033468e05f4f3,CrPCRequestManagement,Database,crpc_requests_service.py,,MongoDB,en,,Failed to retrieve CrPC request. Database query encountered an error. Please try again later or contact support.,,"DatabaseOperationError: READ operation failed in MongoDB collection 'crpc_requests'. Error details: {details}. Check MongoDB connection, query syntax, and database logs.",,,68ee46b5d4c7a020fdf3a87c,2025-11-27T17:05:53.615Z,false,true,,,,
692884f11ce634d8fde56313,ERR.91CRPC.CRPC.REQUEST.UPDATE.DB_ERROR,System,HIGH,true,691e06beea8033468e05f4f3,CrPCRequestManagement,Database,crpc_requests_service.py,,MongoDB,en,,Failed to update CrPC request. Database operation encountered an error. Please try again later or contact support.,,"DatabaseOperationError: UPDATE operation failed in MongoDB collection 'crpc_requests' for request ID '{requestId}'. Error details: {details}. Check MongoDB connection, update query, and database logs.",,,68ee46b5d4c7a020fdf3a87c,2025-11-27T17:05:53.624Z,false,true,,,,
692884f11ce634d8fde56315,ERR.91CRPC.CRPC.REQUEST.ATTACH.FILES.DB_ERROR,System,HIGH,true,691e06beea8033468e05f4f3,CrPCRequestManagement,Database,crpc_requests_service.py,,MongoDB,en,,Failed to attach files to CrPC request. Database operation encountered an error. Please try again later or contact support.,,"DatabaseOperationError: ATTACH_FILES operation failed in MongoDB collection 'crpc_requests' for request ID '{requestId}'. Error details: {details}. Check MongoDB connection, update query, and database logs.",,,68ee46b5d4c7a020fdf3a87c,2025-11-27T17:05:53.644Z,false,true,,,,
692884f21ce634d8fde56328,ERR.91CRPC.PIPELINE.DETECT.OPERATOR.DB_ERROR,System,HIGH,true,691e06beea8033468e05f4f3,PipelineManagement,Database,crpc_request_pipelines_service.py,,MongoDB,en,,Failed to detect operator for service. Database operation encountered an error. Please try again later or contact support.,,"DatabaseOperationError: DETECT_OPERATOR operation failed in MongoDB collection 'operator_service_list' for service ID '{serviceId}'. Error details: {details}. Check MongoDB connection, query syntax, and database logs.",,,68ee46b5d4c7a020fdf3a87c,2025-11-27T17:05:54.630Z,false,true,,,,
